"urdu","roman"
"مٹا سکی نہ کوئی سیل انقلاب جنہیں","mita sake na koi saileinqalab jinhen"
"وہ نقش چہوڑی ہیں ہم نی وفا کی رستی میں","vo naqsh chhode hain ham ne vafa ke raste men"
"زمانہ ایک سا جالبؔ سدا نہیں رہتا","zamana ek sa jalib sada nahin rahta"
"چلیں گی ہم بہی کبہی سر اٹہا کی رستی میں","chalenge ham bhi kabhi sar utha ke raste men"
"پہر دل سی ا رہی ہی صدا اس گلی میں چل","phir dil se aa rahi hai sada us gali men chal"
"شاید ملی غزل کا پتا اس گلی میں چل","shayad mile ghazal ka pata us gali men chal"
"کب سی نہیں ہوا ہی کوئی شعر کام کا","kab se nahin hua hai koi sher kaam ka"
"یہ شعر کی نہیں ہی فضا اس گلی میں چل","ye sher ki nahin hai faza us gali men chal"
"وہ بام و در وہ لوگ وہ رسوائیوں کی زخم","vo baam o dar vo log vo rusvaiyon ke zakhm"
"ہیں سب کی سب عزیز جدا اس گلی میں چل","hain sab ke sab aziiz juda us gali men chal"
"اس پہول کی بغیر بہت جی اداس ہی","us phuul ke baghair bahut ji udaas hai"
"مجہ کو بہی ساتہ لی کی صبا اس گلی میں چل","mujh ko bhi saath le ke saba us gali men chal"
"دنیا تو چاہتی ہی یوں ہی فاصلی رہیں","duniya to chahti hai yunhi fasle rahen"
"دنیا کی مشوروں پہ نہ جا اس گلی میں چل","duniya ke mashvaron pe na ja us gali men chal"
"بی نور و بی اثر ہی یہاں کی صدائی ساز","benur o beasar hai yahan ki sadaesaz"
"تہا اس سکوت میں بہی مزا اس گلی میں چل","tha us sukut men bhi maza us gali men chal"
"جالبؔ پکارتی ہیں وہ شعلہ نوائیاں","jalib pukarti hain vo sholanavaiyan"
"یہ سرد رت یہ سرد ہوا اس گلی میں چل","ye sard rut ye sard hava us gali men chal"
"پہر کبہی لوٹ کر نہ ائیں گی","phir kabhi laut kar na aenge"
"ہم ترا شہر چہوڑ جائیں گی","ham tira shahr chhod jaenge"
"دور افتادہ بستیوں میں کہیں","duruftada bastiyon men kahin"
"تیری یادوں سی لو لگائیں گی","teri yadon se lau lagaenge"
"شمع ماہ و نجوم گل کر کی","shamemahonujum gul kar ke"
"انسوؤں کی دیئی جلائیں گی","ansuon ke diye jalaenge"
"اخری بار اک غزل سن لو","akhiri baar ik ghazal sun lo"
"اخری بار ہم سنائیں گی","akhiri baar ham sunaenge"
"صورت موجۂ ہوا جالبؔ","suratemaujaehava jalib"
"ساری دنیا کی خاک اڑائیں گی","saari duniya ki khaak udaenge"
"شعر ہوتا ہی اب مہینوں میں","sher hota hai ab mahinon men"
"زندگی ڈہل گئی مشینوں میں","zindagi dhal gai mashinon men"
"پیار کی روشنی نہیں ملتی","pyaar ki raushni nahin milti"
"ان مکانوں میں ان مکینوں میں","un makanon men un makinon men"
"دیکہ کر دوستی کا ہاتہ بڑہاؤ","dekh kar dosti ka haath badhao"
"سانپ ہوتی ہیں استینوں میں","saanp hote hain astinon men"
"قہر کی انکہ سی نہ دیکہ ان کو","qahr ki aankh se na dekh in ko"
"دل دہڑکتی ہیں ابگینوں میں","dil dhadakte hain abginon men"
"اسمانوں کی خیر ہو یا رب","asmanon ki khair ho yarab"
"اک نیا عزم ہی زمینوں میں","ik naya azm hai zaminon men"
"وہ محبت نہیں رہی جالبؔ","vo mohabbat nahin rahi jalib"
"ہم صفیروں میں ہم نشینوں میں","hamsafiron men hamnashinon men"
"شعر سی شاعری سی ڈرتی ہیں","sher se shairi se darte hain"
"کم نظر روشنی سی ڈرتی ہیں","kamnazar raushni se darte hain"
"لوگ ڈرتی ہیں دشمنی سی تری","log darte hain dushmani se tiri"
"ہم تری دوستی سی ڈرتی ہیں","ham tiri dosti se darte hain"
"دہر میں اہ بی کساں کی سوا","dahr men ahebekasan ke siva"
"اور ہم کب کسی سی ڈرتی ہیں","aur ham kab kisi se darte hain"
"ہم کو غیروں سی ڈر نہیں لگتا","ham ko ghairon se dar nahin lagta"
"اپنی احباب ہی سی ڈرتی ہیں","apne ahbab hi se darte hain"
"داور حشر بخش دی شاید","davarehashr bakhsh de shayad"
"ہاں مگر مولوی سی ڈرتی ہیں","haan magar maulvi se darte hain"
"روٹہتا ہی تو روٹہ جائی جہاں","ruthta hai to ruuth jaae jahan"
"ان کی ہم بی رخی سی ڈرتی ہیں","un ki ham berukhi se darte hain"
"ہر قدم پر ہی محتسب جالبؔ","har qadam par hai mohtasib jalib"
"اب تو ہم چاندنی سی ڈرتی ہیں","ab to ham chandni se darte hain"
"تری ماتہی پہ جب تک بل رہا ہی","tire mathe pe jab tak bal raha hai"
"اجالا انکہ سی اوجہل رہا ہی","ujala aankh se ojhal raha hai"
"سماتی کیا نظر میں چاند تاری","samate kya nazar men chand taare"
"تصور میں ترا انچل رہا ہی","tasavvur men tira anchal raha hai"
"تری شان تغافل کو خبر کیا","tiri shanetaghaful ko khabar kya"
"کوئی تیری لیی بی کل رہا ہی","koi tere liye bekal raha hai"
"شکایت ہی غم دوراں کو مجہ سی","shikayat hai ghamedauran ko mujh se"
"کہ دل میں کیوں ترا غم پل رہا ہی","ki dil men kyuun tira gham pal raha hai"
"تعجب ہی ستم کی اندہیوں میں","taajjub hai sitam ki andhiyon men"
"چراغ دل ابہی تک جل رہا ہی","charaghedil abhi tak jal raha hai"
"لہو روئیں گی مغرب کی فضائیں","lahu roengi maghrib ki fazaen"
"بڑی تیزی سی سورج ڈہل رہا ہی","badi tezi se suraj dhal raha hai"
"زمانہ تہک گیا جالبؔ ہی تنہا","zamana thak gaya jalib hi tanha"
"وفا کی راستی پر چل رہا ہی","vafa ke raste par chal raha hai"
"تم سی پہلی وہ جو اک شخص یہاں تخت نشیں تہا","tum se pahle vo jo ik shakhs yahan takhtnashin tha"
"اس کو بہی اپنی خدا ہونی پہ اتنا ہی یقیں تہا","us ko bhi apne khuda hone pe itna hi yaqin tha"
"کوئی ٹہہرا ہو جو لوگوں کی مقابل تو بتاؤ","koi thahra ho jo logon ke muqabil to batao"
"وہ کہاں ہیں کہ جنہیں ناز بہت اپنی تئیں تہا","vo kahan hain ki jinhen naaz bahut apne taiin tha"
"اج سوئی ہیں تہ خاک نہ جانی یہاں کتنی","aaj soe hain tahekhak na jaane yahan kitne"
"کوئی شعلہ کوئی شبنم کوئی مہتاب جبیں تہا","koi shola koi shabnam koi mahtabjabin tha"
"اب وہ پہرتی ہیں اسی شہر میں تنہا لیی دل کو","ab vo phirte hain isi shahr men tanha liye dil ko"
"اک زمانی میں مزاج ان کا سر عرش بریں تہا","ik zamane men mizaj un ka sarearshebarin tha"
"چہوڑنا گہر کا ہمیں یاد ہی جالبؔ نہیں بہولی","chhodna ghar ka hamen yaad hai jalib nahin bhule"
"تہا وطن ذہن میں اپنی کوئی زنداں تو نہیں تہا","tha vatan zehn men apne koi zindan to nahin tha"
"اس نی جب ہنس کی نمسکار کیا","us ne jab hans ke namaskar kiya"
"مجہ کو انسان سی اوتار کیا","mujh ko insan se autar kiya"
"دشت غربت میں دل ویراں نی","dashteghurbat men dileviran ne"
"یاد جمنا کو کئی بار کیا","yaad jamuna ko kai baar kiya"
"پیار کی بات نہ پوچہو یارو","pyaar ki baat na puchho yaaro"
"ہم نی کس کس سی نہیں پیار کیا","ham ne kis kis se nahin pyaar kiya"
"کتنی خوابیدہ تمناؤں کو","kitni khvabida tamannaon ko"
"اس کی اواز نی بیدار کیا","us ki avaz ne bedar kiya"
"ہم پجاری ہیں بتوں کی جالبؔ","ham pujari hain buton ke jalib"
"ہم نی کعبی میں بہی اقرار کیا","ham ne kaabe men bhi iqrar kiya"
"اس رعونت سی وہ جیتی ہیں کہ مرنا ہی نہیں","us raunat se vo jiite hain ki marna hi nahin"
"تخت پر بیٹہی ہیں یوں جیسی اترنا ہی نہیں","takht par baithe hain yuun jaise utarna hi nahin"
"یوں مہ و انجم کی وادی میں اڑی پہرتی ہیں وہ","yuun mahoanjum ki vaadi men ude phirte hain vo"
"خاک کی ذروں پہ جیسی پاؤں دہرنا ہی نہیں","khaak ke zarron pe jaise paanv dharna hi nahin"
"ان کا دعوی ہی کہ سورج بہی انہی کا ہی غلام","un ka daava hai ki suraj bhi unhi ka hai ghulam"
"شب جو ہم پر ائی ہی اس کو گزرنا ہی نہیں","shab jo ham par aai hai us ko guzarna hi nahin"
"کیا علاج اس کا اگر ہو مدعا ان کا یہی","kya ilaaj us ka agar ho muddaa un ka yahi"
"اہتمام رنگ و بو گلشن میں کرنا ہی نہیں","ehtimam rangobu gulshan men karna hi nahin"
"ظلم سی ہیں برسر پیکار ازادی پسند","zulm se hain barsarepaikar azadipasand"
"ان پہاڑوں میں جہاں پر کوئی جہرنا ہی نہیں","un pahadon men jahan par koi jharna hi nahin"
"دل بہی ان کی ہیں سیہ خوراک زنداں کی طرح","dil bhi un ke hain siyah khurakezindan ki tarah"
"ان سی اپنا غم بیاں اب ہم کو کرنا ہی نہیں","un se apna gham bayan ab ham ko karna hi nahin"
"انتہا کر لیں ستم کی لوگ ابہی ہیں خواب میں","intiha kar len sitam ki log abhi hain khvab men"
"جاگ اٹہی جب لوگ تو ان کو ٹہہرنا ہی نہیں","jaag utthe jab log to un ko thaharna hi nahin"
"وہی حالات ہیں فقیروں کی","vahi halat hain faqiron ke"
"دن پہری ہیں فقط وزیروں کی","din phire hain faqat vaziron ke"
"اپنا حلقہ ہی حلقۂ زنجیر","apna halqa hai halqaezanjir"
"اور حلقی ہیں سب امیروں کی","aur halqe hain sab amiron ke"
"ہر بلاول ہی دیس کا مقروض","har bilaval hai des ka maqruz"
"پاؤں ننگی ہیں بی نظیروں کی","paanv nange hain benaziron ke"
"وہی اہل وفا کی صورت حال","vahi ahlevafa ki suratehal"
"واری نیاری ہیں بی ضمیروں کی","vaare nyare hain bezamiron ke"
"سازشیں ہیں وہی خلاف عوام","sazishen hain vahi khilafeavam"
"مشوری ہیں وہی مشیروں کی","mashvare hain vahi mushiron ke"
"بیڑیاں سامراج کی ہیں وہی","bediyan samraj ki hain vahi"
"وہی دن رات ہیں اسیروں کی","vahi dinrat hain asiron ke"
"وطن کو کچہ نہیں خطرہ نظام زر ہی خطری میں","vatan ko kuchh nahin khatra nizamezar hai khatre men"
"حقیقت میں جو رہزن ہی وہی رہبر ہی خطری میں","haqiqat men jo rahzan hai vahi rahbar hai khatre men"
"جو بیٹہا ہی صف ماتم بچہائی مرگ ظلمت پر","jo baitha hai safematam bichhae margezulmat par"
"وہ نوحہ گر ہی خطری میں وہ دانشور ہی خطری میں","vo nauhagar hai khatre men vo danishvar hai khatre men"
"اگر تشویش لاحق ہی تو سلطانوں کو لاحق ہی","agar tashvish lahaq hai to sultanon ko lahaq hai"
"نہ تیرا گہر ہی خطری میں نہ میرا گہر ہی خطری میں","na tera ghar hai khatre men na mera ghar hai khatre men"
"جہاں اقبالؔ بہی نذر خط تنسیخ ہو جالبؔ","jahan iqbal bhi nazrekhatetansikh ho jalib"
"وہاں تجہ کو شکایت ہی ترا جوہر ہی خطری میں","vahan tujh ko shikayat hai tira jauhar hai khatre men"
"وہ دیکہنی مجہی انا تو چاہتا ہوگا","vo dekhne mujhe aana to chahta hoga"
"مگر زمانی کی باتوں سی ڈر گیا ہوگا","magar zamane ki baton se dar gaya hoga"
"اسی تہا شوق بہت مجہ کو اچہا رکہنی کا","use tha shauq bahut mujh ko achchha rakhne ka"
"یہ شوق اوروں کو شاید برا لگا ہوگا","ye shauq auron ko shayad bura laga hoga"
"کبہی نہ حد ادب سی بڑہی تہی دیدہ و دل","kabhi na haddeadab se badhe the diida o dil"
"وہ مجہ سی کس لیی کسی بات پر خفا ہوگا","vo mujh se kis liye kisi baat par khafa hoga"
"مجہی گمان ہی یہ بہی یقین کی حد تک","mujhe guman hai ye bhi yaqin ki had tak"
"کسی سی بہی نہ وہ میری طرح ملا ہوگا","kisi se bhi na vo meri tarah mila hoga"
"کبہی کبہی تو ستاروں کی چہاؤں میں وہ بہی","kabhi kabhi to sitaron ki chhanv men vo bhi"
"مری خیال میں کچہ دیر جاگتا ہوگا","mire khayal men kuchh der jagta hoga"
"وہ اس کا سادہ و معصوم والہانہ پن","vo us ka saada o maasum valehanapan"
"کسی بہی جگ میں کوئی دیوتا بہی کیا ہوگا","kisi bhi jug men koi devta bhi kya hoga"
"نہیں وہ ایا تو جالبؔ گلہ نہ کر اس کا","nahin vo aaya to jalib gila na kar us ka"
"نہ جانی کیا اسی درپیش مسئلہ ہوگا","najane kya use darpesh masala hoga"
"یہ اور بات تیری گلی میں نہ ائیں ہم","ye aur baat teri gali men na aaen ham"
"لیکن یہ کیا کہ شہر ترا چہوڑ جائیں ہم","lekin ye kya ki shahr tira chhod jaaen ham"
"مدت ہوئی ہی کوئی بتاں کی طرف گئی","muddat hui hai kuebutan ki taraf gae"
"اوارگی سی دل کو کہاں تک بچائیں ہم","avargi se dil ko kahan tak bachaen ham"
"شاید بہ قید زیست یہ ساعت نہ ا سکی","shayad baqaidezist ye saaat na aa sake"
"تم داستان شوق سنو اور سنائیں ہم","tum dastaneshauq suno aur sunaen ham"
"بی نور ہو چکی ہی بہت شہر کی فضا","benur ho chuki hai bahut shahr ki faza"
"تاریک راستوں میں کہیں کہو نہ جائیں ہم","tarik raston men kahin kho na jaaen ham"
"اس کی بغیر اج بہت جی اداس ہی","us ke baghair aaj bahut ji udaas hai"
"جالبؔ چلو کہیں سی اسی ڈہونڈ لائیں ہم","jalib chalo kahin se use dhundh laaen ham"
"یہ جو شب کی ایوانوں میں اک ہلچل اک حشر بپا ہی","ye jo shab ke aivanon men ik halchal ik hashr bapa hai"
"یہ جو اندہیرا سمٹ رہا ہی یہ جو اجالا پہیل رہا ہی","ye jo andhera simat raha hai ye jo ujala phail raha hai"
"یہ جو ہر دکہ سہنی والا دکہ کا مداوا جان گیا ہی","ye jo har dukh sahne vaala dukh ka mudava jaan gaya hai"
"مظلوموں مجبوروں کا غم یہ جو مری شعروں میں ڈہلا ہی","mazlumon majburon ka gham ye jo mire sheron men dhala hai"
"یہ جو مہک گلشن گلشن ہی یہ جو چمک عالم عالم ہی","ye jo mahak gulshan gulshan hai ye jo chamak aalam aalam hai"
"مارکسزم ہی مارکسزم ہی مارکسزم ہی مارکسزم ہی","marxism hai marxism hai marxism hai marxism hai"
"یہ سوچ کر نہ مائل فریاد ہم ہوئی","ye soch kar na mailefariyad ham hue"
